,Poste,Note,Nb match,Variation,But,%Titu,Temps,Tps moy,Cleansheet,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Ligue,Valeur_Joueur,Note_Max,Note_Min_Sans_Zero,Note_Mediane
141,MO,5.09,37,0.66,2,0.41,1745,47.16,7.5,1.0,2.0,15.0,0.7811,991.0,14.0,11.0,43.51,12.0,0.0,0.0,SerieA,13.0,7.0,3.5,5.0
142,DC,5.06,31,0.82,2,0.77,2056,66.32,10.5,1.0,2.0,17.0,0.7755,1431.0,12.0,17.0,58.7,42.0,0.0,0.0,SerieA,12.0,6.5,3.0,5.0
143,MO,5.06,31,0.66,2,0.68,1832,59.1,4.5,0.0,1.0,14.0,0.8273,986.0,3.0,9.0,43.68,13.0,0.0,0.0,SerieA,13.0,7.0,4.0,5.0
144,DL,5.06,33,1.06,2,1.0,2836,85.94,10.0,0.0,2.0,7.0,0.7825,2286.0,41.0,35.0,58.04,34.0,0.0,0.0,SerieA,17.0,7.0,3.0,5.0
145,MO,5.05,31,0.72,2,0.42,1127,36.35,1.5,1.0,2.0,7.0,0.7396,668.0,14.0,7.0,53.73,18.0,0.0,0.0,SerieA,10.0,8.0,4.0,5.0
146,DL,5.03,30,0.75,2,0.57,1635,54.5,8.5,2.0,2.0,2.0,0.8285,1657.0,22.0,23.0,46.93,21.0,0.0,0.0,SerieA,9.0,7.0,3.5,5.0
147,DL,5.02,21,0.49,2,0.52,1104,52.57,4.0,0.0,1.0,11.0,0.7213,876.0,15.0,8.0,51.58,14.0,0.0,0.0,SerieA,10.0,6.0,4.0,4.5
148,DC,5.0,34,1.02,2,0.97,2828,83.18,8.5,0.0,0.0,6.0,0.8657,2182.0,35.0,40.0,61.06,29.0,0.0,0.0,SerieA,15.0,7.0,3.0,5.0
149,DC,5.0,31,0.97,2,0.87,2360,76.13,10.0,0.0,1.0,5.0,0.8387,1673.0,26.0,14.0,53.66,30.0,0.0,0.0,SerieA,11.0,7.0,2.5,5.0
150,DL,4.98,23,0.83,2,0.7,1549,67.35,1.0,2.0,0.0,10.0,0.7492,928.0,13.0,14.0,56.45,4.0,0.0,0.0,SerieA,13.0,7.0,3.0,4.5
151,DL,4.98,22,0.96,2,0.68,1355,61.59,3.0,3.0,2.0,19.0,0.7025,753.0,11.0,8.0,44.3,14.0,0.0,0.0,SerieA,8.0,7.0,3.0,4.0
152,MO,4.97,36,0.69,2,0.53,1632,45.33,3.0,1.0,1.0,24.0,0.7211,829.0,8.0,20.0,41.87,31.0,0.0,0.0,SerieA,9.0,7.0,3.5,5.0
153,A,4.96,26,0.6,2,0.38,944,36.31,3.5,2.0,2.0,11.0,0.8229,626.0,4.0,8.0,42.31,7.0,0.0,0.0,SerieA,12.0,6.5,4.0,4.5
154,MO,4.95,33,0.62,2,0.79,2207,66.88,11.5,1.0,2.0,22.0,0.7779,1612.0,31.0,26.0,50.0,22.0,0.0,0.0,SerieA,11.0,6.5,4.0,5.0
155,MO,4.92,18,0.62,2,0.22,621,34.5,0.5,0.0,1.0,4.0,0.6417,340.0,1.0,5.0,51.18,13.0,0.0,0.0,SerieA,9.0,6.0,4.0,0.0
156,MD,4.92,19,0.65,2,0.47,877,46.16,0.5,0.0,0.0,4.0,0.7433,517.0,9.0,16.0,42.73,30.0,0.0,0.0,SerieA,9.0,6.0,3.5,1.75
157,DL,4.91,27,0.82,2,0.59,1534,56.81,5.0,0.0,2.0,8.0,0.7039,826.0,10.0,31.0,50.26,33.0,0.0,0.0,SerieA,11.0,7.0,3.5,4.5
158,DL,4.89,32,1.08,2,0.84,2317,72.41,3.5,2.0,4.0,17.0,0.7389,1311.0,38.0,33.0,55.29,40.0,0.0,0.0,SerieA,10.0,8.0,3.5,4.5
159,DL,4.87,27,0.86,2,0.85,1967,72.85,3.5,3.0,1.0,17.0,0.7913,1303.0,10.0,17.0,48.15,27.0,0.0,0.0,SerieA,9.0,7.0,3.0,4.25
160,DC,4.86,22,0.79,2,0.82,1427,64.86,3.0,0.0,0.0,2.0,0.753,815.0,19.0,19.0,53.15,31.0,0.0,0.0,SerieA,11.0,6.5,3.0,4.0
161,A,4.82,36,0.86,2,0.64,2036,56.56,6.0,2.0,5.0,20.0,0.7049,825.0,8.0,16.0,40.19,43.0,0.0,0.0,SerieA,11.0,7.0,3.5,4.5
162,DC,4.81,26,1.05,2,0.88,1948,74.92,2.5,0.0,0.0,0.0,0.8104,1255.0,30.0,29.0,55.36,28.0,0.0,0.0,SerieA,14.0,7.0,2.0,4.5
163,DL,4.8,37,0.93,2,0.95,3066,82.86,2.5,5.0,5.0,20.0,0.7602,2072.0,17.0,14.0,53.3,14.0,0.0,0.0,SerieA,12.0,7.5,3.0,5.0
164,DC,4.8,32,0.8,2,0.91,2344,73.25,5.0,2.0,1.0,5.0,0.781,1816.0,56.0,29.0,47.45,55.0,0.0,0.0,SerieA,9.0,6.0,3.5,4.5
165,A,4.76,25,0.69,2,0.64,1393,55.72,3.5,2.0,0.0,14.0,0.7149,690.0,3.0,4.0,46.72,17.0,0.0,0.0,SerieA,13.0,6.0,3.0,4.5
166,A,4.76,21,0.72,2,0.24,623,29.67,2.0,1.0,1.0,2.0,0.6874,258.0,2.0,3.0,41.35,18.0,0.0,0.0,SerieA,7.0,6.0,4.0,4.0
167,A,4.76,19,0.69,2,0.26,808,42.53,2.0,2.0,2.0,6.0,0.7772,430.0,4.0,2.0,33.33,8.0,0.0,0.0,SerieA,9.0,6.0,3.5,1.75
168,MO,4.75,18,1.05,2,0.67,1070,59.44,0.5,0.0,2.0,11.0,0.7392,698.0,2.0,7.0,48.1,28.0,0.0,0.0,SerieA,7.0,7.0,2.5,0.0
169,A,4.71,24,0.71,2,0.5,1115,46.46,3.5,1.0,2.0,4.0,0.7496,541.0,3.0,3.0,47.01,18.0,0.0,0.0,SerieA,8.0,7.0,4.0,4.25
170,DL,4.66,34,0.91,2,0.74,2305,67.79,4.0,2.0,1.0,9.0,0.6102,1149.0,19.0,31.0,45.91,44.0,0.0,0.0,SerieA,9.0,7.0,3.0,4.5
171,MO,4.65,23,0.91,2,0.83,1493,64.91,2.0,3.0,2.0,8.0,0.6413,810.0,14.0,24.0,45.21,21.0,0.0,0.0,SerieA,11.0,7.0,3.0,3.5
172,A,4.65,33,0.72,2,0.7,1984,60.12,5.5,2.0,2.0,15.0,0.6742,855.0,9.0,15.0,47.72,25.0,0.0,0.0,SerieA,9.0,6.5,2.5,4.5
173,A,4.61,27,0.71,2,0.37,1016,37.63,2.5,1.0,1.0,7.0,0.6271,387.0,0.0,5.0,39.86,13.0,0.0,0.0,SerieA,8.0,7.0,4.0,4.25
174,DL,4.61,37,0.78,2,0.84,2790,75.41,6.5,3.0,4.0,30.0,0.6637,1689.0,22.0,27.0,43.57,27.0,0.0,0.0,SerieA,8.0,6.0,2.5,5.0
175,A,4.59,35,0.71,2,1.0,2834,80.97,7.5,0.0,1.0,18.0,0.8092,1190.0,8.0,15.0,31.5,47.0,0.0,0.0,SerieA,9.0,6.0,3.0,4.5
176,A,4.56,27,0.73,2,0.48,1166,43.19,2.0,1.0,1.0,3.0,0.7718,401.0,2.0,7.0,31.86,14.0,0.0,0.0,SerieA,9.0,7.0,3.5,4.25
177,A,4.55,31,0.57,2,0.65,1710,55.16,5.0,1.0,1.0,18.0,0.6585,686.0,3.0,8.0,38.4,20.0,0.0,0.0,SerieA,9.0,6.0,3.5,4.5
178,A,4.53,18,0.58,2,0.22,459,25.5,1.0,0.0,1.0,4.0,0.6824,193.0,0.0,2.0,29.46,15.0,0.0,0.0,SerieA,4.0,6.0,4.0,0.0
179,A,4.53,16,0.94,2,0.5,723,45.19,2.0,0.0,0.0,4.0,0.5656,294.0,3.0,3.0,38.85,17.0,0.0,0.0,SerieA,11.0,6.0,2.5,0.0
180,A,4.47,20,0.73,2,0.4,704,35.2,2.5,0.0,1.0,5.0,0.5902,254.0,1.0,1.0,32.76,9.0,0.0,0.0,SerieA,8.0,6.5,3.5,3.5
181,A,4.38,16,1.01,2,0.81,1035,64.69,0.0,0.0,1.0,11.0,0.5008,421.0,0.0,3.0,40.46,27.0,0.0,0.0,SerieA,1.0,6.5,3.0,0.0
182,MD,6.01,38,0.91,1,0.89,3111,81.87,15.5,1.0,1.0,3.0,0.9389,2632.0,23.0,44.0,65.0,25.0,0.0,0.0,SerieA,28.0,8.0,3.0,6.0
183,MD,5.63,28,0.89,1,0.75,1770,63.21,9.0,2.0,3.0,4.0,0.9056,1640.0,39.0,30.0,53.5,27.0,0.0,0.0,SerieA,15.0,7.5,3.5,5.5
184,MD,5.48,26,0.85,1,0.46,1221,46.96,4.5,5.0,4.0,7.0,0.7986,986.0,8.0,21.0,55.86,15.0,0.0,0.0,SerieA,18.0,8.0,4.5,5.0
185,DC,5.47,15,0.61,1,0.67,929,61.93,6.5,0.0,0.0,0.0,0.8627,843.0,10.0,11.0,69.86,10.0,0.0,0.0,SerieA,8.0,6.5,4.5,0.0
186,DC,5.45,33,0.83,1,0.97,2765,83.79,9.5,1.0,1.0,1.0,0.8766,2255.0,29.0,34.0,69.26,28.0,0.0,0.0,SerieA,15.0,7.5,3.0,5.5
187,DC,5.42,30,0.94,1,0.97,2475,82.5,12.5,0.0,1.0,3.0,0.8617,1973.0,50.0,49.0,60.22,44.0,0.0,0.0,SerieA,15.0,7.0,3.0,5.0
188,MO,5.41,27,0.83,1,0.56,1325,49.07,6.0,3.0,4.0,8.0,0.8036,795.0,6.0,16.0,54.36,20.0,0.0,0.0,SerieA,12.0,7.5,3.5,5.0
189,DC,5.39,27,0.94,1,0.93,2170,80.37,5.0,1.0,1.0,5.0,0.8121,1896.0,48.0,48.0,69.57,21.0,0.0,0.0,SerieA,10.0,7.5,3.5,5.0
190,DL,5.37,31,0.83,1,0.77,2083,67.19,12.5,3.0,6.0,15.0,0.8798,1664.0,24.0,34.0,52.65,33.0,0.0,0.0,SerieA,30.0,8.0,3.5,5.0
191,MD,5.34,35,0.67,1,0.74,2378,67.94,7.0,0.0,1.0,5.0,0.8193,1361.0,34.0,39.0,49.08,47.0,0.0,0.0,SerieA,13.0,7.5,4.0,5.25
192,DL,5.34,22,0.56,1,0.36,927,42.14,3.5,1.0,2.0,12.0,0.8069,860.0,5.0,9.0,57.95,4.0,0.0,0.0,SerieA,9.0,6.5,5.0,5.0
193,DL,5.33,24,0.78,1,0.67,1362,56.75,5.0,1.0,3.0,6.0,0.7561,703.0,13.0,37.0,54.84,31.0,0.0,0.0,SerieA,10.0,7.0,3.5,5.0
194,MD,5.32,36,0.72,1,0.94,2940,81.67,13.5,1.0,2.0,9.0,0.8192,2063.0,16.0,62.0,60.22,52.0,0.0,0.0,SerieA,27.0,7.0,4.0,5.0
195,DC,5.31,27,1.0,1,0.81,1943,71.96,7.5,0.0,0.0,3.0,0.8924,1441.0,40.0,18.0,67.82,15.0,0.0,0.0,SerieA,15.0,7.5,3.5,5.0
196,MO,5.31,16,0.68,1,0.38,587,36.69,4.0,1.0,1.0,0.0,0.9116,512.0,12.0,6.0,52.73,9.0,0.0,0.0,SerieA,8.0,7.0,4.5,0.0
197,MO,5.29,35,0.86,1,0.71,2222,63.49,6.0,1.0,4.0,9.0,0.8057,1574.0,36.0,34.0,54.58,28.0,0.0,0.0,SerieA,21.0,7.5,4.0,5.0
198,DC,5.28,16,0.89,1,0.56,875,54.69,6.0,0.0,0.0,0.0,0.8685,669.0,13.0,4.0,46.27,11.0,0.0,0.0,SerieA,5.0,7.0,3.5,0.0
199,DC,5.2,28,0.75,1,0.5,1523,54.39,5.5,0.0,1.0,0.0,0.8245,867.0,24.0,29.0,65.06,13.0,0.0,0.0,SerieA,11.0,7.0,4.0,5.0
200,MO,5.2,35,0.7,1,0.74,2213,63.23,6.5,3.0,2.0,2.0,0.7892,1174.0,16.0,28.0,43.69,36.0,0.0,0.0,SerieA,16.0,7.0,4.0,5.0
201,MD,5.19,37,0.83,1,0.97,2791,75.43,6.5,3.0,7.0,10.0,0.7813,1721.0,33.0,20.0,43.2,33.0,0.0,0.0,SerieA,13.0,7.0,4.0,5.0
202,DL,5.19,24,0.72,1,0.71,1475,61.46,4.0,3.0,3.0,12.0,0.7774,1073.0,15.0,14.0,48.73,18.0,0.0,0.0,SerieA,14.0,7.0,4.5,4.5
203,DL,5.18,31,0.64,1,0.77,2032,65.55,8.5,2.0,4.0,1.0,0.8292,1615.0,21.0,30.0,55.87,21.0,0.0,0.0,SerieA,9.0,6.5,4.5,5.0
204,DL,5.17,29,0.9,1,0.93,2436,84.0,13.0,1.0,0.0,1.0,0.9123,1829.0,18.0,20.0,59.49,22.0,0.0,0.0,SerieA,13.0,6.0,3.0,5.0
205,MD,5.14,25,0.9,1,0.32,966,38.64,2.0,0.0,2.0,4.0,0.8672,898.0,17.0,13.0,50.0,20.0,0.0,0.0,SerieA,9.0,7.5,3.5,4.5
206,DC,5.14,35,0.91,1,0.94,2865,81.86,13.0,2.0,2.0,3.0,0.8094,1929.0,44.0,19.0,57.94,39.0,0.0,0.0,SerieA,30.0,7.5,3.5,5.0
207,DL,5.14,33,0.91,1,0.85,2338,70.85,8.0,3.0,2.0,9.0,0.8538,1830.0,25.0,22.0,57.46,28.0,0.0,0.0,SerieA,18.0,7.5,3.0,5.0
208,DC,5.12,34,0.97,1,0.88,2723,80.09,12.5,2.0,3.0,5.0,0.8356,1989.0,61.0,25.0,56.04,64.0,0.0,0.0,SerieA,12.0,7.5,3.0,5.0
209,DL,5.12,34,0.9,1,0.74,2223,65.38,9.5,4.0,11.0,30.0,0.7543,1337.0,12.0,18.0,51.35,31.0,0.0,0.0,SerieA,14.0,6.5,3.0,5.0
210,DL,5.1,34,0.72,1,0.65,1992,58.59,12.5,1.0,2.0,2.0,0.8251,1639.0,21.0,23.0,50.0,19.0,0.0,0.0,SerieA,13.0,6.5,3.5,5.0
211,DL,5.08,19,0.79,1,0.47,871,45.84,1.5,1.0,4.0,7.0,0.7198,728.0,11.0,13.0,53.17,16.0,0.0,0.0,SerieA,5.0,7.0,3.5,1.75
212,MD,5.07,30,0.37,1,0.27,792,26.4,2.0,0.0,0.0,5.0,0.8288,744.0,7.0,8.0,55.75,15.0,0.0,0.0,SerieA,13.0,6.0,4.5,5.0
213,DC,5.07,15,0.53,1,0.53,754,50.27,1.0,0.0,1.0,1.0,0.7864,633.0,28.0,14.0,61.36,9.0,0.0,0.0,SerieA,10.0,6.0,4.0,0.0
214,DL,5.06,17,0.75,1,1.0,1402,82.47,9.0,1.0,2.0,3.0,0.817,842.0,12.0,13.0,48.15,19.0,0.0,0.0,SerieA,1.0,6.5,4.0,0.0
215,A,5.05,29,0.56,1,0.24,967,33.34,0.5,0.0,3.0,17.0,0.6902,729.0,14.0,16.0,41.81,17.0,0.0,0.0,SerieA,8.0,6.0,3.5,5.0
216,MD,5.04,25,0.43,1,0.16,497,19.88,0.0,0.0,0.0,4.0,0.6849,396.0,7.0,4.0,55.56,12.0,0.0,0.0,SerieA,9.0,6.5,4.5,5.0
217,DL,5.02,25,0.86,1,0.84,1695,67.8,4.5,4.0,3.0,5.0,0.7364,1522.0,25.0,44.0,61.08,16.0,0.0,0.0,SerieA,9.0,6.5,3.0,4.5
218,MD,5.02,32,0.64,1,0.69,1886,58.94,5.0,0.0,0.0,6.0,0.8417,1220.0,19.0,17.0,43.37,50.0,0.0,0.0,SerieA,10.0,6.5,3.5,5.0
219,DL,5.02,26,0.89,1,0.69,1651,63.5,7.0,4.0,4.0,15.0,0.754,1208.0,9.0,8.0,45.59,13.0,0.0,0.0,SerieA,13.0,7.0,3.0,4.5
220,MD,5.02,22,0.55,1,0.45,988,44.91,5.0,0.0,1.0,5.0,0.731,586.0,10.0,18.0,49.36,24.0,0.0,0.0,SerieA,11.0,7.0,4.0,4.5
221,MD,5.0,36,0.45,1,0.33,1194,33.17,3.5,0.0,2.0,11.0,0.7886,834.0,12.0,17.0,52.87,15.0,0.0,0.0,SerieA,9.0,6.0,4.0,5.0
222,DL,4.99,34,1.01,1,0.76,2542,74.76,6.0,0.0,2.0,5.0,0.8822,2151.0,41.0,39.0,61.27,24.0,0.0,0.0,SerieA,30.0,7.0,2.5,5.0
223,DC,4.97,30,1.11,1,0.93,2489,82.97,10.0,0.0,0.0,0.0,0.8529,1900.0,29.0,19.0,58.56,31.0,0.0,0.0,SerieA,9.0,7.5,3.0,4.5
224,MD,4.96,25,0.73,1,0.52,1106,44.24,3.5,0.0,1.0,4.0,0.82,674.0,8.0,10.0,44.35,26.0,0.0,0.0,SerieA,9.0,8.0,4.0,4.5
225,MD,4.95,19,0.74,1,0.42,868,45.68,2.0,1.0,2.0,7.0,0.6798,688.0,4.0,13.0,51.33,15.0,0.0,0.0,SerieA,8.0,6.5,3.5,1.75
226,MD,4.94,24,0.61,1,0.5,1159,48.29,3.0,1.0,1.0,7.0,0.7474,574.0,8.0,13.0,42.06,20.0,0.0,0.0,SerieA,9.0,6.0,4.0,4.5
227,MD,4.89,32,0.67,1,0.56,1539,48.09,2.5,0.0,0.0,5.0,0.829,839.0,7.0,6.0,37.04,22.0,0.0,0.0,SerieA,9.0,7.0,4.0,4.5
228,MD,4.88,33,0.7,1,0.91,2491,75.48,5.0,0.0,2.0,6.0,0.7687,1309.0,24.0,23.0,43.36,34.0,0.0,0.0,SerieA,9.0,6.5,3.5,4.5
229,DC,4.87,34,0.79,1,0.76,2422,71.24,7.0,0.0,0.0,7.0,0.8351,1703.0,34.0,25.0,52.26,27.0,0.0,0.0,SerieA,11.0,6.5,3.0,5.0
230,A,4.86,22,0.54,1,0.36,853,38.77,1.5,1.0,3.0,7.0,0.6977,396.0,8.0,10.0,42.98,13.0,0.0,0.0,SerieA,8.0,6.0,4.0,4.5
231,MO,4.84,32,0.78,1,0.91,2463,76.97,3.0,1.0,2.0,14.0,0.6962,1440.0,27.0,46.0,50.54,52.0,0.0,0.0,SerieA,12.0,6.5,3.0,4.5
232,DL,4.83,15,0.67,1,0.4,667,44.47,0.5,0.0,0.0,2.0,0.7127,498.0,3.0,2.0,47.17,6.0,0.0,0.0,SerieA,4.0,6.5,3.5,0.0
233,MD,4.83,15,1.21,1,0.67,970,64.67,1.5,0.0,2.0,6.0,0.7926,776.0,11.0,12.0,57.14,11.0,0.0,0.0,SerieA,9.0,8.0,3.0,0.0
234,DC,4.8,23,0.73,1,0.87,1634,71.04,2.5,1.0,1.0,7.0,0.7458,1052.0,23.0,31.0,56.76,37.0,0.0,0.0,SerieA,9.0,6.0,3.0,4.0
235,DC,4.8,25,1.2,1,0.76,1809,72.36,3.5,0.0,0.0,2.0,0.768,1118.0,45.0,26.0,53.54,21.0,0.0,0.0,SerieA,9.0,7.5,3.0,4.0
236,DL,4.78,30,0.89,1,0.8,2170,72.33,5.5,1.0,2.0,22.0,0.7106,1538.0,24.0,28.0,46.63,32.0,0.0,0.0,SerieA,9.0,7.0,3.0,4.5
237,DC,4.75,36,0.78,1,0.94,2962,82.28,6.5,0.0,1.0,5.0,0.7928,1974.0,27.0,32.0,56.76,27.0,0.0,0.0,SerieA,10.0,6.0,3.0,5.0
238,A,4.73,30,0.81,1,0.7,1820,60.67,6.0,6.0,5.0,10.0,0.6739,973.0,4.0,4.0,49.51,34.0,0.0,0.0,SerieA,11.0,7.0,3.5,4.5
239,DC,4.73,33,1.01,1,0.73,2220,67.27,5.0,0.0,0.0,1.0,0.7787,1522.0,23.0,16.0,63.92,24.0,0.0,0.0,SerieA,9.0,7.0,3.0,4.75
240,DC,4.72,25,0.85,1,0.88,1848,73.92,3.0,2.0,1.0,3.0,0.7975,1051.0,22.0,19.0,56.65,27.0,0.0,0.0,SerieA,9.0,6.5,3.0,4.0
241,A,4.71,28,0.66,1,0.5,1364,48.71,3.0,1.0,2.0,5.0,0.443,687.0,1.0,1.0,69.3,24.0,0.0,0.0,SerieA,8.0,6.5,4.0,4.5
242,A,4.7,28,0.67,1,0.32,854,30.5,3.0,3.0,3.0,2.0,0.6175,324.0,0.0,7.0,41.9,12.0,0.0,0.0,SerieA,8.0,7.0,4.0,4.5
243,DC,4.65,23,1.03,1,0.83,1777,77.26,0.0,1.0,1.0,0.0,0.7833,1102.0,41.0,14.0,58.04,24.0,0.0,0.0,SerieA,7.0,6.0,2.0,3.75
244,A,4.62,26,0.55,1,0.65,1575,60.58,1.5,2.0,2.0,9.0,0.6136,543.0,5.0,6.0,30.88,24.0,0.0,0.0,SerieA,9.0,6.0,4.0,4.0
245,A,4.61,23,0.56,1,0.3,796,34.61,1.0,1.0,0.0,8.0,0.6442,366.0,0.0,1.0,42.31,4.0,0.0,0.0,SerieA,3.0,6.0,3.5,4.5
246,DL,4.6,15,0.85,1,0.53,709,47.27,2.0,1.0,0.0,1.0,0.4881,377.0,4.0,11.0,38.46,16.0,0.0,0.0,SerieA,9.0,6.0,2.5,0.0
247,DC,4.6,25,0.89,1,0.88,2129,85.16,3.0,0.0,1.0,1.0,0.7821,1193.0,20.0,19.0,59.12,18.0,0.0,0.0,SerieA,8.0,6.0,2.0,4.0
248,A,4.59,22,0.61,1,0.05,351,15.95,0.0,1.0,1.0,3.0,0.826,176.0,3.0,3.0,36.76,8.0,0.0,0.0,SerieA,8.0,6.5,4.0,4.0
249,DC,4.57,27,0.96,1,0.96,2151,79.67,3.0,1.0,0.0,4.0,0.8031,1326.0,25.0,34.0,57.74,27.0,0.0,0.0,SerieA,11.0,6.0,2.0,4.0
250,DL,4.47,20,0.92,1,0.85,1398,69.9,1.5,1.0,3.0,17.0,0.6196,861.0,9.0,15.0,46.79,22.0,0.0,0.0,SerieA,1.0,6.5,3.0,3.0
251,A,4.38,17,0.72,1,0.35,566,33.29,2.5,0.0,1.0,1.0,0.5401,153.0,1.0,1.0,31.58,12.0,0.0,0.0,SerieA,4.0,6.0,3.0,0.0
252,A,4.32,22,0.61,1,0.14,537,24.41,1.0,0.0,0.0,2.0,0.6041,176.0,0.0,2.0,38.46,11.0,0.0,0.0,SerieA,7.0,6.0,2.5,4.0
253,A,4.29,21,0.58,1,0.48,920,43.81,1.5,1.0,2.0,4.0,0.7115,409.0,4.0,5.0,32.39,10.0,0.0,0.0,SerieA,9.0,6.0,3.5,3.75
254,G,5.71,17,1.0,0,1.0,1530,90.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,SerieA,8.0,7.5,4.0,0.0
255,G,5.7,38,0.9,0,0.97,3412,89.79,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,42.0,SerieA,24.0,7.0,4.0,6.0
256,MD,5.66,29,0.79,0,0.9,1942,66.97,14.0,1.0,1.0,6.0,0.8689,1529.0,24.0,16.0,46.85,12.0,0.0,0.0,SerieA,16.0,7.0,4.5,5.0
257,MD,5.65,23,0.95,0,0.78,1658,72.09,9.0,1.0,2.0,2.0,0.7914,1172.0,17.0,28.0,55.21,16.0,0.0,0.0,SerieA,10.0,7.0,3.0,5.0
258,DC,5.64,18,0.7,0,0.89,1414,78.56,11.5,0.0,0.0,0.0,0.8961,1199.0,11.0,11.0,50.0,3.0,0.0,0.0,SerieA,10.0,7.5,4.5,0.0
259,G,5.63,31,0.97,0,1.0,2784,89.81,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,35.0,SerieA,7.0,8.0,4.0,5.5
260,G,5.58,20,1.42,0,1.0,1800,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,15.0,SerieA,21.0,8.0,3.0,3.5
261,G,5.57,37,1.19,0,1.0,3330,90.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,35.0,SerieA,20.0,8.0,2.5,5.5
262,G,5.56,24,0.8,0,1.0,2160,90.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,22.0,SerieA,16.0,7.0,4.0,5.0
263,MD,5.52,32,0.92,0,0.91,2461,76.91,18.5,2.0,2.0,12.0,0.8345,1745.0,27.0,34.0,53.23,44.0,0.0,0.0,SerieA,15.0,7.5,4.0,5.0
264,G,5.51,34,0.95,0,1.0,3060,90.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,29.0,SerieA,19.0,7.5,3.5,5.5
265,MD,5.51,37,0.75,0,1.0,3199,86.46,11.0,1.0,2.0,7.0,0.8423,2248.0,52.0,39.0,49.36,40.0,0.0,0.0,SerieA,16.0,7.5,3.5,5.5
266,G,5.51,37,1.28,0,1.0,3330,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,32.0,SerieA,16.0,8.0,2.5,6.0
267,G,5.5,38,1.01,0,1.0,3420,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,38.0,SerieA,15.0,7.5,3.5,5.5
268,MD,5.48,33,0.97,0,0.88,2516,76.24,8.0,2.0,3.0,1.0,0.8563,1896.0,40.0,38.0,57.65,25.0,0.0,0.0,SerieA,21.0,7.0,2.5,5.25
269,G,5.48,25,1.35,0,1.0,2250,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,20.0,SerieA,5.0,8.0,2.5,4.5
270,DL,5.48,22,0.87,0,0.95,1760,80.0,11.5,6.0,5.0,17.0,0.8336,1924.0,15.0,22.0,52.47,19.0,0.0,0.0,SerieA,12.0,7.0,3.0,4.75
271,MO,5.47,35,1.01,0,0.97,2963,84.66,6.0,4.0,3.0,4.0,0.7804,1759.0,70.0,52.0,56.97,61.0,0.0,0.0,SerieA,15.0,7.5,3.5,5.0
272,G,5.46,28,1.11,0,1.0,2473,88.32,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,32.0,SerieA,20.0,7.0,3.0,5.0
273,G,5.45,22,0.84,0,1.0,1979,89.95,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,SerieA,20.0,7.5,4.0,4.75
274,G,5.41,27,1.48,0,1.0,2430,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,44.0,SerieA,15.0,8.0,2.0,4.25
275,G,5.4,24,1.03,0,1.0,2078,86.58,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,28.0,SerieA,7.0,7.0,3.5,4.5
276,G,5.36,38,0.98,0,1.0,3420,90.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,SerieA,16.0,7.0,3.0,5.5
277,DC,5.35,31,0.91,0,0.81,2418,78.0,8.5,2.0,0.0,6.0,0.8868,1933.0,40.0,19.0,63.46,16.0,0.0,0.0,SerieA,16.0,7.0,3.5,5.0
278,DC,5.31,27,0.76,0,0.85,1752,64.89,6.0,1.0,1.0,2.0,0.8256,976.0,35.0,23.0,60.14,22.0,0.0,0.0,SerieA,16.0,7.5,4.0,5.0
279,DC,5.29,29,0.66,0,0.59,1476,50.9,6.0,1.0,1.0,1.0,0.8903,1266.0,28.0,15.0,56.6,19.0,0.0,0.0,SerieA,11.0,7.0,4.0,5.0
280,G,5.28,34,1.37,0,1.0,2948,86.71,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,41.0,SerieA,17.0,8.0,2.5,5.0
281,MD,5.28,29,0.88,0,0.83,2004,69.1,6.5,1.0,1.0,8.0,0.8815,1719.0,21.0,24.0,47.31,54.0,0.0,0.0,SerieA,12.0,8.0,3.5,5.0
